human,mouse,lemur
ENSG00000198431,ENSMUSG00000020250,ENSMICG00000011679
ENSG00000198435,ENSMUSG00000078202,ENSMICG00000008761
ENSG00000198440,ENSMUSG00000030443,ENSMICG00000007642
ENSG00000198467,ENSMUSG00000028464,ENSMICG00000002507
ENSG00000198478,ENSMUSG00000032261,ENSMICG00000037578
ENSG00000198483,ENSMUSG00000038354,ENSMICG00000028514
ENSG00000198492,ENSMUSG00000040025,ENSMICG00000003729
ENSG00000198498,ENSMUSG00000025591,ENSMICG00000008779
ENSG00000198513,ENSMUSG00000021066,ENSMICG00000005443
ENSG00000198515,ENSMUSG00000067220,ENSMICG00000036947
ENSG00000198517,ENSMUSG00000018143,ENSMICG00000036494
ENSG00000198520,ENSMUSG00000060268,ENSMICG00000013700
ENSG00000198522,ENSMUSG00000064037,ENSMICG00000042626
ENSG00000198542,ENSMUSG00000032925,ENSMICG00000010741
ENSG00000198546,ENSMUSG00000025470,ENSMICG00000000156
ENSG00000198553,ENSMUSG00000046168,ENSMICG00000042205
ENSG00000198554,ENSMUSG00000037572,ENSMICG00000016239
ENSG00000198561,ENSMUSG00000034101,ENSMICG00000004913
ENSG00000198563,ENSMUSG00000019432,ENSMICG00000017349
ENSG00000198569,ENSMUSG00000006469,ENSMICG00000010933
ENSG00000198570,ENSMUSG00000049353,ENSMICG00000000426
ENSG00000198574,ENSMUSG00000102418,ENSMICG00000000048
ENSG00000198585,ENSMUSG00000032566,ENSMICG00000049324
ENSG00000198586,ENSMUSG00000041997,ENSMICG00000033836
ENSG00000198589,ENSMUSG00000028080,ENSMICG00000006230
ENSG00000198597,ENSMUSG00000043456,ENSMICG00000035640
ENSG00000198598,ENSMUSG00000029436,ENSMICG00000029005
ENSG00000198604,ENSMUSG00000035021,ENSMICG00000009244
ENSG00000198612,ENSMUSG00000034432,ENSMICG00000033947
ENSG00000198624,ENSMUSG00000049588,ENSMICG00000041463
ENSG00000198625,ENSMUSG00000054387,ENSMICG00000017021
ENSG00000198626,ENSMUSG00000021313,ENSMICG00000015975
ENSG00000198642,ENSMUSG00000070923,ENSMICG00000002688
ENSG00000198643,ENSMUSG00000021749,ENSMICG00000035637
ENSG00000198646,ENSMUSG00000038369,ENSMICG00000032033
ENSG00000198648,ENSMUSG00000027030,ENSMICG00000012416
ENSG00000198650,ENSMUSG00000001670,ENSMICG00000001890
ENSG00000198663,ENSMUSG00000052712,ENSMICG00000010562
ENSG00000198673,ENSMUSG00000044071,ENSMICG00000045031
ENSG00000198677,ENSMUSG00000033991,ENSMICG00000006684
ENSG00000198682,ENSMUSG00000024899,ENSMICG00000003328
ENSG00000198689,ENSMUSG00000060681,ENSMICG00000011746
ENSG00000198690,ENSMUSG00000033458,ENSMICG00000012572
ENSG00000198691,ENSMUSG00000028125,ENSMICG00000013270
ENSG00000198700,ENSMUSG00000041879,ENSMICG00000009250
ENSG00000198704,ENSMUSG00000004341,ENSMICG00000014539
ENSG00000198707,ENSMUSG00000019971,ENSMICG00000008089
ENSG00000198715,ENSMUSG00000001418,ENSMICG00000002263
ENSG00000198718,ENSMUSG00000035614,ENSMICG00000015705
ENSG00000198719,ENSMUSG00000014773,ENSMICG00000017125
ENSG00000198720,ENSMUSG00000037907,ENSMICG00000013392
ENSG00000198721,ENSMUSG00000021416,ENSMICG00000007925
ENSG00000198722,ENSMUSG00000028456,ENSMICG00000000523
ENSG00000198728,ENSMUSG00000025223,ENSMICG00000011785
ENSG00000198729,ENSMUSG00000040653,ENSMICG00000038749
ENSG00000198730,ENSMUSG00000005609,ENSMICG00000017459
ENSG00000198732,ENSMUSG00000021136,ENSMICG00000011629
ENSG00000198734,ENSMUSG00000026579,ENSMICG00000012264
ENSG00000198736,ENSMUSG00000075705,ENSMICG00000011349
ENSG00000198739,ENSMUSG00000042846,ENSMICG00000033185
ENSG00000198740,ENSMUSG00000075595,ENSMICG00000006959
ENSG00000198742,ENSMUSG00000038780,ENSMICG00000042244
ENSG00000198746,ENSMUSG00000028850,ENSMICG00000015656
ENSG00000198752,ENSMUSG00000021279,ENSMICG00000013226
ENSG00000198755,ENSMUSG00000037805,ENSMICG00000012458
ENSG00000198756,ENSMUSG00000032649,ENSMICG00000007195
ENSG00000198758,ENSMUSG00000040600,ENSMICG00000005191
ENSG00000198759,ENSMUSG00000000402,ENSMICG00000026836
ENSG00000198765,ENSMUSG00000027855,ENSMICG00000012072
ENSG00000198771,ENSMUSG00000040723,ENSMICG00000026736
ENSG00000198774,ENSMUSG00000044921,ENSMICG00000042014
ENSG00000198780,ENSMUSG00000041817,ENSMICG00000000753
ENSG00000198785,ENSMUSG00000039579,ENSMICG00000037515
ENSG00000198791,ENSMUSG00000031601,ENSMICG00000013499
ENSG00000198792,ENSMUSG00000009035,ENSMICG00000038265
ENSG00000198793,ENSMUSG00000028991,ENSMICG00000003873
ENSG00000198794,ENSMUSG00000040722,ENSMICG00000010955
ENSG00000198795,ENSMUSG00000024420,ENSMICG00000006267
ENSG00000198796,ENSMUSG00000032845,ENSMICG00000036841
ENSG00000198799,ENSMUSG00000032913,ENSMICG00000001333
ENSG00000198805,ENSMUSG00000068417,ENSMICG00000027048
ENSG00000198807,ENSMUSG00000001497,ENSMICG00000010808
ENSG00000198815,ENSMUSG00000032998,ENSMICG00000010441
ENSG00000198816,ENSMUSG00000047264,ENSMICG00000011673
ENSG00000198818,ENSMUSG00000073468,ENSMICG00000034411
ENSG00000198821,ENSMUSG00000005763,ENSMICG00000032743
ENSG00000198822,ENSMUSG00000003974,ENSMICG00000001364
ENSG00000198825,ENSMUSG00000042105,ENSMICG00000007525
ENSG00000198826,ENSMUSG00000041219,ENSMICG00000038432
ENSG00000198829,ENSMUSG00000027762,ENSMICG00000049176
ENSG00000198832,ENSMUSG00000075702,ENSMICG00000008556
ENSG00000198833,ENSMUSG00000028277,ENSMICG00000013060
ENSG00000198836,ENSMUSG00000038084,ENSMICG00000049289
ENSG00000198837,ENSMUSG00000042404,ENSMICG00000010282
ENSG00000198838,ENSMUSG00000057378,ENSMICG00000005736
ENSG00000198839,ENSMUSG00000055917,ENSMICG00000014129
ENSG00000198842,ENSMUSG00000026564,ENSMICG00000048069
ENSG00000198843,ENSMUSG00000075700,ENSMICG00000049380
ENSG00000198844,ENSMUSG00000052921,ENSMICG00000013863
ENSG00000198846,ENSMUSG00000041272,ENSMICG00000032215
ENSG00000198851,ENSMUSG00000032093,ENSMICG00000030404
ENSG00000198853,ENSMUSG00000035969,ENSMICG00000043963
ENSG00000198854,ENSMUSG00000090314,ENSMICG00000016840
ENSG00000198855,ENSMUSG00000053334,ENSMICG00000043958
ENSG00000198856,ENSMUSG00000041084,ENSMICG00000002182
ENSG00000198858,ENSMUSG00000035781,ENSMICG00000010124
ENSG00000198862,ENSMUSG00000052299,ENSMICG00000002822
ENSG00000198863,ENSMUSG00000035007,ENSMICG00000014204
ENSG00000198865,ENSMUSG00000091119,ENSMICG00000001272
ENSG00000198870,ENSMUSG00000049897,ENSMICG00000008399
ENSG00000198873,ENSMUSG00000003228,ENSMICG00000007635
ENSG00000198876,ENSMUSG00000028436,ENSMICG00000005881
ENSG00000198879,ENSMUSG00000061186,ENSMICG00000029463
ENSG00000198881,ENSMUSG00000031204,ENSMICG00000044958
ENSG00000198885,ENSMUSG00000074825,ENSMICG00000004755
ENSG00000198887,ENSMUSG00000024943,ENSMICG00000028308
ENSG00000198890,ENSMUSG00000049300,ENSMICG00000016977
ENSG00000198892,ENSMUSG00000041889,ENSMICG00000048002
ENSG00000198894,ENSMUSG00000034157,ENSMICG00000045982
ENSG00000198898,ENSMUSG00000015733,ENSMICG00000032607
ENSG00000198900,ENSMUSG00000070544,ENSMICG00000007082
ENSG00000198901,ENSMUSG00000038943,ENSMICG00000014826
ENSG00000198909,ENSMUSG00000020700,ENSMICG00000003825
ENSG00000198910,ENSMUSG00000031391,ENSMICG00000003486
ENSG00000198911,ENSMUSG00000022463,ENSMICG00000000913
ENSG00000198912,ENSMUSG00000047613,ENSMICG00000033991
ENSG00000198914,ENSMUSG00000045515,ENSMICG00000001214
ENSG00000198915,ENSMUSG00000030134,ENSMICG00000007454
ENSG00000198917,ENSMUSG00000039660,ENSMICG00000017649
ENSG00000198919,ENSMUSG00000064061,ENSMICG00000048858
ENSG00000198920,ENSMUSG00000020807,ENSMICG00000006612
ENSG00000198924,ENSMUSG00000025077,ENSMICG00000016124
ENSG00000198925,ENSMUSG00000033124,ENSMICG00000033556
ENSG00000198931,ENSMUSG00000006589,ENSMICG00000042171
ENSG00000198932,ENSMUSG00000043384,ENSMICG00000032589
ENSG00000198933,ENSMUSG00000038517,ENSMICG00000012069
ENSG00000198937,ENSMUSG00000024018,ENSMICG00000003378
ENSG00000198945,ENSMUSG00000039089,ENSMICG00000006114
ENSG00000198947,ENSMUSG00000045103,ENSMICG00000028112
ENSG00000198948,ENSMUSG00000031647,ENSMICG00000017310
ENSG00000198951,ENSMUSG00000022453,ENSMICG00000012620
ENSG00000198952,ENSMUSG00000001415,ENSMICG00000002257
ENSG00000198954,ENSMUSG00000036955,ENSMICG00000035217
ENSG00000198959,ENSMUSG00000037820,ENSMICG00000013134
ENSG00000198961,ENSMUSG00000024083,ENSMICG00000002616
ENSG00000198963,ENSMUSG00000036192,ENSMICG00000007512
ENSG00000198964,ENSMUSG00000040451,ENSMICG00000017607
ENSG00000203485,ENSMUSG00000037679,ENSMICG00000034871
ENSG00000203618,ENSMUSG00000050761,ENSMICG00000043691
ENSG00000203666,ENSMUSG00000026495,ENSMICG00000041551
ENSG00000203667,ENSMUSG00000026500,ENSMICG00000043634
ENSG00000203685,ENSMUSG00000053963,ENSMICG00000042487
ENSG00000203697,ENSMUSG00000038599,ENSMICG00000027054
ENSG00000203705,ENSMUSG00000026632,ENSMICG00000014664
ENSG00000203710,ENSMUSG00000016481,ENSMICG00000034334
ENSG00000203724,ENSMUSG00000079283,ENSMICG00000026611
ENSG00000203734,ENSMUSG00000071392,ENSMICG00000026525
ENSG00000203740,ENSMUSG00000040113,ENSMICG00000029538
ENSG00000203760,ENSMUSG00000075266,ENSMICG00000004516
ENSG00000203778,ENSMUSG00000051736,ENSMICG00000043291
ENSG00000203780,ENSMUSG00000053111,ENSMICG00000006206
ENSG00000203797,ENSMUSG00000063428,ENSMICG00000016226
ENSG00000203867,ENSMUSG00000043639,ENSMICG00000008736
ENSG00000203870,ENSMUSG00000073094,ENSMICG00000043321
ENSG00000203872,ENSMUSG00000071015,ENSMICG00000042740
ENSG00000203879,ENSMUSG00000015291,ENSMICG00000016418
ENSG00000203880,ENSMUSG00000027589,ENSMICG00000003352
ENSG00000203883,ENSMUSG00000046470,ENSMICG00000027180
ENSG00000203896,ENSMUSG00000090077,ENSMICG00000008850
ENSG00000203907,ENSMUSG00000032346,ENSMICG00000035829
ENSG00000203909,ENSMUSG00000060461,ENSMICG00000047987
ENSG00000203910,ENSMUSG00000089798,ENSMICG00000008888
ENSG00000203933,ENSMUSG00000079583,ENSMICG00000042583
ENSG00000203942,ENSMUSG00000090369,ENSMICG00000007711
ENSG00000203943,ENSMUSG00000048652,ENSMICG00000036198
ENSG00000203963,ENSMUSG00000028520,ENSMICG00000004483
ENSG00000203965,ENSMUSG00000073791,ENSMICG00000013626
ENSG00000203972,ENSMUSG00000091043,ENSMICG00000002636
ENSG00000203985,ENSMUSG00000070877,ENSMICG00000047268
ENSG00000203995,ENSMUSG00000034645,ENSMICG00000009173
ENSG00000204001,ENSMUSG00000036449,ENSMICG00000041972
ENSG00000204006,ENSMUSG00000060491,ENSMICG00000004061
ENSG00000204020,ENSMUSG00000024770,ENSMICG00000006496
ENSG00000204021,ENSMUSG00000024771,ENSMICG00000008333
ENSG00000204033,ENSMUSG00000043418,ENSMICG00000011653
ENSG00000204052,ENSMUSG00000071073,ENSMICG00000005015
ENSG00000204060,ENSMUSG00000052135,ENSMICG00000032013
ENSG00000204070,ENSMUSG00000045503,ENSMICG00000028195
ENSG00000204084,ENSMUSG00000028894,ENSMICG00000011984
ENSG00000204099,ENSMUSG00000034000,ENSMICG00000034826
ENSG00000204103,ENSMUSG00000074622,ENSMICG00000007079
ENSG00000204104,ENSMUSG00000034292,ENSMICG00000004727
ENSG00000204116,ENSMUSG00000031327,ENSMICG00000026372
ENSG00000204120,ENSMUSG00000048000,ENSMICG00000006695
ENSG00000204128,ENSMUSG00000026227,ENSMICG00000036438
ENSG00000204130,ENSMUSG00000020070,ENSMICG00000007589
ENSG00000204138,ENSMUSG00000066043,ENSMICG00000037236
ENSG00000204160,ENSMUSG00000037553,ENSMICG00000015639
ENSG00000204178,ENSMUSG00000028826,ENSMICG00000016248
ENSG00000204179,ENSMUSG00000021940,ENSMICG00000007849
ENSG00000204186,ENSMUSG00000027520,ENSMICG00000044925
ENSG00000204193,ENSMUSG00000038709,ENSMICG00000002131
ENSG00000204209,ENSMUSG00000002307,ENSMICG00000000933
ENSG00000204217,ENSMUSG00000067336,ENSMICG00000004432
ENSG00000204219,ENSMUSG00000001604,ENSMICG00000005884
ENSG00000204220,ENSMUSG00000024309,ENSMICG00000000922
ENSG00000204227,ENSMUSG00000024325,ENSMICG00000030050
ENSG00000204228,ENSMUSG00000073422,ENSMICG00000000908
ENSG00000204231,ENSMUSG00000039656,ENSMICG00000000899
ENSG00000204237,ENSMUSG00000039670,ENSMICG00000008636
ENSG00000204248,ENSMUSG00000024330,ENSMICG00000000879
ENSG00000204256,ENSMUSG00000024335,ENSMICG00000003693
ENSG00000204257,ENSMUSG00000037649,ENSMICG00000010132
ENSG00000204262,ENSMUSG00000026042,ENSMICG00000014230
ENSG00000204264,ENSMUSG00000024338,ENSMICG00000015254
ENSG00000204267,ENSMUSG00000024339,ENSMICG00000015245
ENSG00000204278,ENSMUSG00000070330,ENSMICG00000003104
ENSG00000204287,ENSMUSG00000036322,ENSMICG00000006228
ENSG00000204291,ENSMUSG00000028339,ENSMICG00000011085
ENSG00000204304,ENSMUSG00000034673,ENSMICG00000001829
ENSG00000204305,ENSMUSG00000015452,ENSMICG00000001823
ENSG00000204308,ENSMUSG00000015478,ENSMICG00000048108
ENSG00000204310,ENSMUSG00000034254,ENSMICG00000001813
ENSG00000204314,ENSMUSG00000015476,ENSMICG00000032288
ENSG00000204316,ENSMUSG00000020775,ENSMICG00000045774
ENSG00000204323,ENSMUSG00000048442,ENSMICG00000047767
ENSG00000204334,ENSMUSG00000075302,ENSMICG00000043900
ENSG00000204335,ENSMUSG00000075304,ENSMICG00000030992
ENSG00000204344,ENSMUSG00000061207,ENSMICG00000016610
ENSG00000204347,ENSMUSG00000000202,ENSMICG00000045603
ENSG00000204348,ENSMUSG00000040482,ENSMICG00000016605
ENSG00000204351,ENSMUSG00000040356,ENSMICG00000046331
ENSG00000204356,ENSMUSG00000024369,ENSMICG00000003287
ENSG00000204366,ENSMUSG00000049823,ENSMICG00000003600
ENSG00000204371,ENSMUSG00000013787,ENSMICG00000003583
ENSG00000204381,ENSMUSG00000060594,ENSMICG00000015658
ENSG00000204385,ENSMUSG00000007034,ENSMICG00000044872
ENSG00000204386,ENSMUSG00000007038,ENSMICG00000003563
ENSG00000204390,ENSMUSG00000007033,ENSMICG00000026585
ENSG00000204394,ENSMUSG00000007029,ENSMICG00000003548
ENSG00000204396,ENSMUSG00000007030,ENSMICG00000003535
ENSG00000204403,ENSMUSG00000025887,ENSMICG00000001832
ENSG00000204406,ENSMUSG00000036792,ENSMICG00000017046
ENSG00000204410,ENSMUSG00000007035,ENSMICG00000003523
ENSG00000204420,ENSMUSG00000073414,ENSMICG00000036583
ENSG00000204421,ENSMUSG00000092586,ENSMICG00000031779
ENSG00000204424,ENSMUSG00000034923,ENSMICG00000028884
ENSG00000204427,ENSMUSG00000007036,ENSMICG00000005816
ENSG00000204428,ENSMUSG00000034482,ENSMICG00000045037
ENSG00000204435,ENSMUSG00000024387,ENSMICG00000003676
ENSG00000204438,ENSMUSG00000092417,ENSMICG00000037690
ENSG00000204442,ENSMUSG00000079157,ENSMICG00000007531
ENSG00000204444,ENSMUSG00000024391,ENSMICG00000003657
ENSG00000204463,ENSMUSG00000024392,ENSMICG00000003629
ENSG00000204469,ENSMUSG00000024393,ENSMICG00000003604
ENSG00000204472,ENSMUSG00000024397,ENSMICG00000042185
ENSG00000204498,ENSMUSG00000042419,ENSMICG00000044423
ENSG00000204518,ENSMUSG00000070609,ENSMICG00000047823
ENSG00000204519,ENSMUSG00000034071,ENSMICG00000011841
ENSG00000204536,ENSMUSG00000040312,ENSMICG00000001488
ENSG00000204538,ENSMUSG00000024409,ENSMICG00000042321
ENSG00000204542,ENSMUSG00000039269,ENSMICG00000010138
ENSG00000204560,ENSMUSG00000024422,ENSMICG00000014819
ENSG00000204564,ENSMUSG00000050705,ENSMICG00000014805
ENSG00000204568,ENSMUSG00000024436,ENSMICG00000031536
ENSG00000204569,ENSMUSG00000039220,ENSMICG00000038776
ENSG00000204574,ENSMUSG00000038762,ENSMICG00000014745
ENSG00000204576,ENSMUSG00000038500,ENSMICG00000042955
ENSG00000204580,ENSMUSG00000003534,ENSMICG00000007629
ENSG00000204590,ENSMUSG00000024429,ENSMICG00000014708
ENSG00000204612,ENSMUSG00000056829,ENSMICG00000032613
ENSG00000204613,ENSMUSG00000073400,ENSMICG00000044593
ENSG00000204618,ENSMUSG00000036492,ENSMICG00000034392
ENSG00000204619,ENSMUSG00000036398,ENSMICG00000034291
ENSG00000204624,ENSMUSG00000041544,ENSMICG00000012677
ENSG00000204628,ENSMUSG00000020372,ENSMICG00000014201
ENSG00000204634,ENSMUSG00000003134,ENSMICG00000046616
ENSG00000204640,ENSMUSG00000067604,ENSMICG00000000057
ENSG00000204644,ENSMUSG00000036036,ENSMICG00000035396
ENSG00000204653,ENSMUSG00000038704,ENSMICG00000042683
ENSG00000204655,ENSMUSG00000076439,ENSMICG00000013337
ENSG00000204671,ENSMUSG00000029437,ENSMICG00000001165
ENSG00000204673,ENSMUSG00000011096,ENSMICG00000044841
ENSG00000204681,ENSMUSG00000024462,ENSMICG00000001917
ENSG00000204711,ENSMUSG00000033053,ENSMICG00000033544
ENSG00000204713,ENSMUSG00000021326,ENSMICG00000000738
ENSG00000204764,ENSMUSG00000040594,ENSMICG00000027710
ENSG00000204767,ENSMUSG00000069911,ENSMICG00000046547
ENSG00000204815,ENSMUSG00000006784,ENSMICG00000011891
ENSG00000204822,ENSMUSG00000030037,ENSMICG00000042776
ENSG00000204842,ENSMUSG00000042605,ENSMICG00000013541
ENSG00000204843,ENSMUSG00000031865,ENSMICG00000006144
ENSG00000204852,ENSMUSG00000038593,ENSMICG00000004952
ENSG00000204856,ENSMUSG00000029463,ENSMICG00000047396
ENSG00000204859,ENSMUSG00000028952,ENSMICG00000016317
ENSG00000204889,ENSMUSG00000059169,ENSMICG00000009912
ENSG00000204897,ENSMUSG00000035831,ENSMICG00000027114
ENSG00000204899,ENSMUSG00000033186,ENSMICG00000049210
ENSG00000204909,ENSMUSG00000053729,ENSMICG00000046265
ENSG00000204922,ENSMUSG00000071654,ENSMICG00000026609
ENSG00000204923,ENSMUSG00000044966,ENSMICG00000027392
ENSG00000204930,ENSMUSG00000043633,ENSMICG00000036610
ENSG00000204950,ENSMUSG00000090291,ENSMICG00000030558
ENSG00000204952,ENSMUSG00000070336,ENSMICG00000042744
ENSG00000204954,ENSMUSG00000063320,ENSMICG00000032809
ENSG00000204978,ENSMUSG00000074261,ENSMICG00000033248
ENSG00000204979,ENSMUSG00000057240,ENSMICG00000015096
ENSG00000204991,ENSMUSG00000010154,ENSMICG00000000077
ENSG00000205002,ENSMUSG00000068522,ENSMICG00000038083
ENSG00000205022,ENSMUSG00000069867,ENSMICG00000028179
ENSG00000205038,ENSMUSG00000038725,ENSMICG00000012952
ENSG00000205060,ENSMUSG00000018999,ENSMICG00000001914
ENSG00000205084,ENSMUSG00000031951,ENSMICG00000011968
ENSG00000205085,ENSMUSG00000079652,ENSMICG00000000114
ENSG00000205090,ENSMUSG00000084845,ENSMICG00000029887
ENSG00000205111,ENSMUSG00000033966,ENSMICG00000007992
ENSG00000205116,ENSMUSG00000073680,ENSMICG00000032326
ENSG00000205126,ENSMUSG00000075023,ENSMICG00000014661
ENSG00000205129,ENSMUSG00000071103,ENSMICG00000030821
ENSG00000205133,ENSMUSG00000055963,ENSMICG00000046319
ENSG00000205143,ENSMUSG00000066224,ENSMICG00000033008
ENSG00000205155,ENSMUSG00000036835,ENSMICG00000033711
ENSG00000205177,ENSMUSG00000032671,ENSMICG00000042497
ENSG00000205186,ENSMUSG00000027528,ENSMICG00000046393
ENSG00000205189,ENSMUSG00000069114,ENSMICG00000007243
ENSG00000205208,ENSMUSG00000027811,ENSMICG00000033833
ENSG00000205213,ENSMUSG00000050199,ENSMICG00000005157
ENSG00000205220,ENSMUSG00000031897,ENSMICG00000012294
ENSG00000205221,ENSMUSG00000024076,ENSMICG00000008646
ENSG00000205250,ENSMUSG00000014859,ENSMICG00000007744
ENSG00000205268,ENSMUSG00000069094,ENSMICG00000012802
ENSG00000205269,ENSMUSG00000087370,ENSMICG00000042371
ENSG00000205301,ENSMUSG00000035057,ENSMICG00000003973
ENSG00000205302,ENSMUSG00000034484,ENSMICG00000001700
ENSG00000205307,ENSMUSG00000079165,ENSMICG00000012542
ENSG00000205309,ENSMUSG00000032615,ENSMICG00000027166
ENSG00000205323,ENSMUSG00000078427,ENSMICG00000010902
ENSG00000205336,ENSMUSG00000031785,ENSMICG00000032819
ENSG00000205339,ENSMUSG00000066232,ENSMICG00000007465
ENSG00000205356,ENSMUSG00000066621,ENSMICG00000002874
ENSG00000205363,ENSMUSG00000066607,ENSMICG00000015235
ENSG00000205403,ENSMUSG00000058952,ENSMICG00000003323
ENSG00000205436,ENSMUSG00000021280,ENSMICG00000009101
ENSG00000205476,ENSMUSG00000084883,ENSMICG00000036725
ENSG00000205517,ENSMUSG00000040146,ENSMICG00000009876
ENSG00000205531,ENSMUSG00000059119,ENSMICG00000003349
ENSG00000205544,ENSMUSG00000070394,ENSMICG00000048046
ENSG00000205560,ENSMUSG00000078937,ENSMICG00000000856
ENSG00000205593,ENSMUSG00000015377,ENSMICG00000033648
ENSG00000205629,ENSMUSG00000030763,ENSMICG00000001568
ENSG00000205639,ENSMUSG00000037336,ENSMICG00000027625
ENSG00000205643,ENSMUSG00000064284,ENSMICG00000016763
ENSG00000205659,ENSMUSG00000085793,ENSMICG00000008474
ENSG00000205669,ENSMUSG00000043487,ENSMICG00000033023
ENSG00000205670,ENSMUSG00000051989,ENSMICG00000011972
ENSG00000205678,ENSMUSG00000049537,ENSMICG00000002253
ENSG00000205683,ENSMUSG00000021221,ENSMICG00000015475
ENSG00000205693,ENSMUSG00000072662,ENSMICG00000017687
ENSG00000205707,ENSMUSG00000040370,ENSMICG00000031339
ENSG00000205710,ENSMUSG00000087279,ENSMICG00000029139
ENSG00000205726,ENSMUSG00000022957,ENSMICG00000007068
ENSG00000205744,ENSMUSG00000002668,ENSMICG00000004586
ENSG00000205755,ENSMUSG00000033467,ENSMICG00000033434
ENSG00000205758,ENSMUSG00000058240,ENSMICG00000026752
ENSG00000205795,ENSMUSG00000062563,ENSMICG00000027772
ENSG00000205832,ENSMUSG00000022518,ENSMICG00000046975
ENSG00000205838,ENSMUSG00000022249,ENSMICG00000005657
ENSG00000205846,ENSMUSG00000023349,ENSMICG00000034509
ENSG00000205883,ENSMUSG00000075571,ENSMICG00000012808
ENSG00000205884,ENSMUSG00000054763,ENSMICG00000041799
ENSG00000205903,ENSMUSG00000046658,ENSMICG00000045243
ENSG00000205922,ENSMUSG00000045518,ENSMICG00000031491
ENSG00000205927,ENSMUSG00000039830,ENSMICG00000041942
ENSG00000205929,ENSMUSG00000039851,ENSMICG00000045267
ENSG00000205937,ENSMUSG00000034681,ENSMICG00000031543
ENSG00000205978,ENSMUSG00000075592,ENSMICG00000031725
ENSG00000206013,ENSMUSG00000025489,ENSMICG00000006334
ENSG00000206052,ENSMUSG00000073514,ENSMICG00000027937
ENSG00000206053,ENSMUSG00000024165,ENSMICG00000026714
ENSG00000206069,ENSMUSG00000066964,ENSMICG00000047942
ENSG00000206072,ENSMUSG00000026327,ENSMICG00000029493
ENSG00000206075,ENSMUSG00000067006,ENSMICG00000001596
ENSG00000206190,ENSMUSG00000025324,ENSMICG00000001113
ENSG00000206203,ENSMUSG00000045521,ENSMICG00000008686
ENSG00000206384,ENSMUSG00000043719,ENSMICG00000049371
ENSG00000206418,ENSMUSG00000023460,ENSMICG00000030661
ENSG00000206432,ENSMUSG00000095407,ENSMICG00000047300
ENSG00000206527,ENSMUSG00000035376,ENSMICG00000049241
ENSG00000206530,ENSMUSG00000071550,ENSMICG00000049278
ENSG00000206536,ENSMUSG00000062608,ENSMICG00000049496
ENSG00000206538,ENSMUSG00000091243,ENSMICG00000043885
ENSG00000206557,ENSMUSG00000079259,ENSMICG00000049091
ENSG00000206560,ENSMUSG00000014496,ENSMICG00000048989
ENSG00000206561,ENSMUSG00000057606,ENSMICG00000049255
ENSG00000211445,ENSMUSG00000018339,ENSMICG00000000660
ENSG00000211452,ENSMUSG00000034785,ENSMICG00000014290
ENSG00000211455,ENSMUSG00000001630,ENSMICG00000027059
ENSG00000211456,ENSMUSG00000025240,ENSMICG00000049064
ENSG00000211460,ENSMUSG00000026374,ENSMICG00000015793
ENSG00000211584,ENSMUSG00000081534,ENSMICG00000040477
ENSG00000212123,ENSMUSG00000090273,ENSMICG00000026944
ENSG00000212864,ENSMUSG00000044628,ENSMICG00000037815
ENSG00000212916,ENSMUSG00000050930,ENSMICG00000027261
ENSG00000213015,ENSMUSG00000055633,ENSMICG00000044200
ENSG00000213022,ENSMUSG00000047884,ENSMICG00000034651
ENSG00000213064,ENSMUSG00000040848,ENSMICG00000028528
ENSG00000213066,ENSMUSG00000069135,ENSMICG00000014198
ENSG00000213079,ENSMUSG00000046201,ENSMICG00000028965
ENSG00000213088,ENSMUSG00000037872,ENSMICG00000028836
ENSG00000213123,ENSMUSG00000014075,ENSMICG00000049156
ENSG00000213139,ENSMUSG00000033501,ENSMICG00000048886
ENSG00000213160,ENSMUSG00000042155,ENSMICG00000004335
ENSG00000213199,ENSMUSG00000038276,ENSMICG00000032157
ENSG00000213221,ENSMUSG00000075467,ENSMICG00000027594
ENSG00000213246,ENSMUSG00000020485,ENSMICG00000043219
ENSG00000213265,ENSMUSG00000039032,ENSMICG00000006604
ENSG00000213316,ENSMUSG00000020377,ENSMICG00000044735
ENSG00000213337,ENSMUSG00000079610,ENSMICG00000042630
ENSG00000213339,ENSMUSG00000002825,ENSMICG00000029300
ENSG00000213341,ENSMUSG00000025199,ENSMICG00000036993
ENSG00000213347,ENSMUSG00000021485,ENSMICG00000043849
ENSG00000213380,ENSMUSG00000031916,ENSMICG00000009659
ENSG00000213390,ENSMUSG00000025154,ENSMICG00000028625
ENSG00000213397,ENSMUSG00000031371,ENSMICG00000000008
ENSG00000213398,ENSMUSG00000035237,ENSMICG00000048149
ENSG00000213420,ENSMUSG00000029510,ENSMICG00000048056
ENSG00000213424,ENSMUSG00000035849,ENSMICG00000032628
ENSG00000213445,ENSMUSG00000056917,ENSMICG00000031014
ENSG00000213463,ENSMUSG00000090935,ENSMICG00000032757
ENSG00000213465,ENSMUSG00000024944,ENSMICG00000038050
ENSG00000213471,ENSMUSG00000045467,ENSMICG00000012703
ENSG00000213533,ENSMUSG00000006526,ENSMICG00000042243
ENSG00000213551,ENSMUSG00000021811,ENSMICG00000033859
ENSG00000213563,ENSMUSG00000116138,ENSMICG00000037461
ENSG00000213578,ENSMUSG00000039714,ENSMICG00000041612
ENSG00000213585,ENSMUSG00000020402,ENSMICG00000014715
ENSG00000213593,ENSMUSG00000050043,ENSMICG00000026570
